600733
300146
600753
000022
000629
002075
002301
300491
600221
000666
603508
300586
600158
002256
000029
002770
600022
600784
002002
002059
000723
000540
300238
000526
600734
600318
000584
600764
000779
002113
300080
600133
000035
002309
300290
600148
603880
000766
000825
000950
300280
300317
600335
600733
600086
600880
603508
000912
002059
002778
002872
600226
000415
000566
000666
002075
300464
000523
000629
002051
002082
002089
002098
002301
002770
002866
300146
300187
300198
300586
600226
603315
603690
000038
000156
000415
000723
000796
002098
002143
002147
002219
002252
002309
002464
002739
300229
300238
300266
300290
300491
600165
600678
600753
603825
603880
000022
000029
000035
000506
000540
000584
000616
000711
000950
002005
002113
002210
002239
002263
002872
300317
600022
600212
600217
600490
600745
603315
603825
