代码,名称,GB2,CLSOE2,每股收益,每股净资产,净资产收益率,每股经营现金,每股公积金,每股未分配,股东权益比,净利润同比,主营收入同比,销售毛利率,调整每股净资,总资产,流动资产,固定资产,无形资产,流动负债,长期负债,总负债,股东权益,资本公积金,经营现金流量,投资现金流量,现金增加额,主营收入,主营利润,营业利润,营业外收支,利润总额,净利润,未分配利润,总股本,无限售股合计,A股,64组换手,64组涨幅,64组振幅,64组总量,64组总额,64组上涨%,MACD,BBI,MA,BIAS,KDJ,W&R,PSY,OBV,ASI,BOLL,VSTD,ADTM,ATR
'600285',羚锐制药,0.039,9.93,0.125,3.592,0.03 ,0.233,0.955,1.143,63.131,8.236,34.215,75.176,3.538,351117,186527,75080,26314,117572,8760,126332,221664,56535,13796,8338,26586,55613,40914,9260,-37,9222,7434,76570,59232,53543,53543,96.33%,5.45%,35.96%,5157854,492374.88,45.31,0.033,9.738,9.774,-11.303,49.368,96.933,41.667,31765388,-833.354,9.775,32590.912,-0.169,1.27
'002277',友阿股份,0.024,4.9,0.125,3.689,0.03 ,0.031,0.898,1.579,41.217,6.643,10.521,23.206,3.279,1285067,503957,292637,46094,371353,286199,657553,529672,127159,4389,-11732,1902,233417,51359,29397,50,29448,17564,230686,141661,141661,141661,44.94%,-13.20%,15.53%,6366062,311191.56,50,-0.024,4.771,4.798,-6.81,51.209,96.667,50,31936384,-661.896,4.757,76918.945,-0.252,0.45
'603356',华菱精工,-0.042,23.75,0.085,4.773,0.03 ,-0.106,2.336,1.348,82.738,42.682,40.854,17.482,4.743,79344,57474,17002,1514,9383,3498,12881,65648,31155,-1415,-18865,7390,15250,2590,1023,458,1481,1134,19978,13334,3334,3334,1834.88%,-22.16%,44.05%,6117487,1518082.25,54.69,-0.365,23.548,23.482,-15.062,46.371,90.893,50,1598615,220.14,24.333,20053.154,-0.406,4.1
'002562',兄弟科技,-0.101,7.219,0.13,4.057,0.03 ,0.218,1.574,1.424,65.356,10.477,46.41,42.283,4.057,360727,195163,127995,12121,67359,57613,124971,235756,85160,11796,-17479,-6420,41854,17299,9012,-146,8866,7240,77019,86555,49633,49633,85.26%,-28.77%,36.58%,4231668,556631.75,42.19,-0.459,7.2,6.947,-5.665,36.78,84.888,25,13936169,-315.203,7.785,72546.891,-0.587,1.009
'600195',中牧股份,-0.068,21.4,0.291,8.837,0.03 ,-0.454,2.341,4.954,59.933,67.568,20.221,31.841,8.811,633712,348730,144003,50105,101021,124798,225820,379803,100605,-19498,5727,-16398,93945,29099,15443,73,15516,12491,212931,42980,42980,42980,59.53%,-9.02%,26.75%,2558808,539168.06,57.81,-0.213,20.549,20.6,-13.251,55.054,93.58,58.333,25581706,-2977.702,20.812,12896.034,-0.427,3.7
'002499',科林环保,-0.158,17.5,0.133,4.061,0.03 ,-0.462,1.858,1.072,45.366,412.243,-48.079,37.974,3.983,169165,144210,20213,5,61202,31220,92423,76744,35115,-8736,-705,-6988,10033,3803,3247,-50,3197,2524,20257,18900,16323,16323,51.21%,-35.36%,42.00%,835916,150249.03,34.38,-0.64,16.886,16.568,-23.1,34.135,85.762,8.333,8713668,-1031.17,17.813,27017.734,-0.88,5.5
'603960',克来机电,0.308,28.844,0.11,3.252,0.03 ,0.233,1.148,0.989,49.707,18.953,76.744,34.715,3.252,91444,57137,12912,8556,37085,1005,38090,45454,18636,3143,-10397,-1621,9504,3180,1991,55,2046,1484,14853,13520,5181,5181,90.06%,43.09%,62.28%,466574,145489.78,54.69,1.43,28.233,28.79,4.269,77.104,8.394,58.333,340344,325.745,26.693,3678.64,0.056,1.906
'300394',天孚通信,0.023,19.62,0.147,4.5,0.03 ,0.136,1.193,2.019,89.639,-13.621,13.586,50.279,4.493,93300,57600,25105,4150,7824,1777,9602,83633,22174,2520,-484,1867,9904,4854,3232,-11,3221,2742,37530,18585,16365,16365,108.56%,1.79%,42.74%,1776518,342848.34,53.13,-0.076,19.36,19.408,-11.999,37.011,95.581,41.667,1181169,-1143.003,19.747,7183.838,-0.1,2.71
'002900',哈三联,-0.003,20.16,0.196,5.659,0.03 ,0.221,3.349,1.077,82.196,151.872,177.244,83.837,5.65,230793,146930,68658,5032,32521,8570,41091,189703,116598,7003,-12560,-5557,47242,38593,7730,-1,7729,6208,44668,31660,7915,7915,403.60%,-4.46%,59.58%,3194461,983044.81,57.81,0.034,20.498,20.255,-20.27,33.286,95.263,58.333,442840,-93.045,21.246,15528.521,-0.334,4.04
'603648',畅联股份,0.081,19.19,0.142,4.329,0.03 ,-0.28,2.453,0.709,85.545,-5.15,-5.358,30.516,4.318,186549,119592,27984,11205,25213,1269,26482,159583,90418,-10336,-3871,-14234,31132,9381,6960,49,7009,5229,26148,36867,9217,9217,729.17%,-5.90%,49.70%,6720554,1325279.75,57.81,-0.206,18.989,18.908,-8.494,47.333,93.333,50,1448566,25.375,19.814,19185.6,-0.605,2
'600711',盛屯矿业,0.121,10.75,0.103,3.586,0.03 ,-0.906,1.931,0.613,48.295,64.44,81.602,4.809,3.569,1279607,727245,75423,298889,367753,284339,652092,617989,323693,-151937,-18808,-25996,581259,27296,17884,1954,19838,15474,119604,167670,149705,149705,266.62%,5.20%,42.08%,39914316,3803760,54.69,0.038,9.549,9.56,-10.448,47.275,97.692,41.667,95953976,-600.588,9.513,579072.125,0.047,2.31
'002430',杭氧股份,0.099,16.285,0.16,4.879,0.03 ,0.399,1.676,1.851,42.363,304.611,22.53,23.646,4.879,1127980,615135,421804,32390,440025,171540,611566,477851,161671,38510,-2837,18329,163768,37431,21189,149,21338,15660,185768,96460,82976,82976,60.28%,-0.82%,41.47%,5002071,730554.38,53.13,0.455,15.851,16.086,-14.493,47.269,95.634,58.333,17036310,-762.982,15.248,38869.48,-0.242,2.575
'300585',奥联电子,-0.062,16.7,0.0946,2.861,0.03 ,0.0443,0.802,0.95,70.272,-8.438,5.755,39.179,2.846,65855,49015,11647,1946,16607,2487,19094,46278,12980,717,-902,-193,9297,3549,1825,13,1838,1513,15367,16177,8371,8371,378.98%,-12.59%,48.96%,3172576,533954.25,60.94,0.021,16.518,17.024,-18.96,33.125,98.59,50,1829498,-133.046,16.451,62419.82,-0.019,2.98
'000488',晨鸣纸业,-0.16,12.58,0.31,9.655,0.03 ,0.655,3.176,4.932,26.843,11.385,15.421,35.205,9.584,10708077,4856779,2816984,192586,5950914,1750603,7701516,2874361,614926,126768,-172441,-60987,724181,248696,98586,170,98756,78250,955102,193641,192847,110544,91.67%,-30.99%,32.43%,10133497,1504250.75,43.75,-0.588,12.731,12.574,-4.459,33.905,96.833,41.667,113539664,-1349.942,13.403,45392.914,-0.544,0.65
'002365',永安药业,-0.127,18.26,0.154,4.843,0.03 ,0.179,2.309,1.48,87.515,73.911,27.585,40.641,4.843,165320,67766,49728,9119,18302,2008,20310,144679,77881,5272,-6265,-1285,22798,9124,5427,-31,5396,4528,45568,29468,23792,23792,128.65%,-32.67%,34.21%,3060935,843651.44,48.44,-0.236,17.236,17.541,-20.814,50.541,98.099,41.667,9342527,-717.38,17.102,42656.148,-0.427,4.44
'603567',珍宝岛  ,0.092,14.425,0.185,5.499,0.03 ,0.0053,1.443,2.707,68.851,33.841,11.468,73.257,5.439,700994,483482,121455,19941,202467,14877,217343,482644,122516,448,-8241,-9323,60998,43042,18716,219,18935,15712,245585,84916,84916,84916,9.54%,-3.39%,18.43%,809804,113400.09,57.81,0.153,14.068,14.326,-7.74,51.214,87.674,50,1607870,-854.081,13.794,17267.209,0.135,1.265
'002372',伟星新材,0.212,17.485,0.082,2.071,0.03 ,0.0161,0.31,0.582,78.391,29.215,20.164,44.391,2.063,423461,279817,84392,27718,87915,2377,90292,331956,70831,2104,-3712,-1607,66302,28877,12618,-52,12567,10756,136753,131093,116422,116422,17.78%,9.34%,29.49%,2069739,438101.66,50,0.514,17.35,17.606,-2.273,65.923,40.116,50,9570058,-181.099,16.624,19155.742,0.444,0.435
'002491',通鼎互联,-0.186,13.95,0.122,3.701,0.03 ,-0.334,1.027,1.554,48.884,75.216,22.527,27.757,3.557,968135,529917,153085,18993,409988,76548,486536,473263,129604,-42099,-11148,14832,108986,29298,17904,-448,17456,15375,202340,126155,118686,118686,53.30%,-10.82%,44.89%,6325739,875118.44,54.69,-0.279,13.204,13.16,-20.537,53.428,98.634,58.333,14350663,-712.677,13.632,28434.854,-0.606,3.45
'600419',天润乳业,-0.058,22.245,0.135,4.032,0.03 ,0.227,2.431,0.499,60.19,19.015,23.283,26.755,4.013,143732,44178,56335,2232,34102,13258,47360,86512,60705,4704,1571,4269,29980,7917,3708,-283,3425,2806,13337,20711,17900,17900,25.28%,-13.70%,28.47%,452533,188288.11,48.44,-0.113,20.658,20.847,-14.827,54.178,98.321,66.667,6603969,-1115.462,20.756,2758.475,-0.36,4.565
'000718',苏宁环球,0.026,3.91,0.0896,2.66,0.03 ,-0.0739,0.342,1.191,43.503,544.279,42.692,63.319,2.658,1925086,1668778,12773,2316,943490,48937,992427,837466,103757,-22413,11796,-26250,79268,43478,36524,32,36556,27184,391764,303464,228903,228903,32.87%,-16.74%,21.16%,7524293,310481.88,40.63,-0.04,3.851,3.85,-7.454,46.536,100,41.667,49131216,-1072.683,3.876,50073.367,-0.119,0.33
'000935',四川双马,-0.111,19.975,0.13,3.779,0.03 ,0.0487,2.331,0.363,74.136,2536.276,-5.82,38.561,3.779,407183,149938,156606,15098,103966,742,104708,301871,177958,3714,104909,115461,50736,18898,13176,66,13241,9812,41104,76344,76344,76344,129.88%,-17.39%,54.58%,9915368,1902528.75,54.69,-0.09,19.008,18.98,-24.373,33.177,96.037,50,30717812,-1345.919,19.094,53551.031,-0.112,5.695
'600663',陆家嘴  ,-0.066,15.42,0.204,4.445,0.03 ,-0.594,0.0116,2.772,18.827,52.393,-49.085,54.814,4.409,7936259,3538856,130145,3197,3269821,2536948,5806768,1494186,3890,-199825,145574,38398,129641,64138,154289,1925,156214,68555,931857,336183,336183,244455,5.63%,-18.42%,24.47%,1376735,237417.72,37.5,-0.477,15.782,15.486,-1.147,22.427,83.19,41.667,43211416,-1977.044,16.343,12759.036,-0.411,0.22
'300699',光威复材,-0.115,53.48,0.24,6.969,0.03 ,-0.0465,4.333,1.526,84.288,33.66,27.75,44.734,6.96,317366,216499,55408,12997,23912,25952,49864,267502,159460,-1710,4198,2440,27098,11652,9896,34,9930,8665,67202,36800,9200,9200,383.72%,-4.71%,47.54%,3530257,1883040.25,48.44,-1.19,53.231,52.358,-15.47,16.429,98.739,25,668948,-23.81,55.739,13490.06,-0.494,9
'300575',中旗股份,0.046,40.6,0.46,13.9,0.03 ,-0.839,6.434,5.664,54.836,-13.316,28.514,18.857,13.782,190207,114524,38395,5870,71645,14259,85904,104303,47192,-6154,-10843,-11313,41513,7736,3846,-5,3841,3376,43891,7335,3439,3439,146.06%,-7.51%,28.68%,502318,207733.89,56.25,-0.147,39.749,40.09,-5.124,51.579,73.695,50,182032,-587.37,39.384,2905.317,-0.197,2.99
'300481',濮阳惠成,-0.073,14.54,0.0834,2.602,0.03 ,0.039,0.77,0.771,82.736,56.517,68.642,34.827,2.597,88080,57991,15134,6450,13731,1122,14853,72874,28361,1002,-17395,5138,15273,5195,2520,0,2520,2144,25827,25706,10941,10941,141.54%,-12.51%,34.12%,1548559,329460.09,46.88,-0.091,14.23,14.158,-18.973,31.149,94.466,16.667,4507605,-242.247,14.437,6366.012,-0.202,3.19
'002772',众兴菌业,-0.157,9.93,0.236,6.717,0.03 ,0.24,4.153,1.609,65.668,75.663,58.744,42.807,6.717,417613,190238,133892,23246,25573,116676,142249,274237,155027,8964,-83697,-75127,26716,11367,8961,-8,8953,8825,63805,37332,21870,21870,110.53%,-18.67%,35.08%,2417272,247643.95,51.56,-0.174,9.662,9.662,-18.681,45.817,97.967,50,2813999,-475.546,9.934,13679.527,-0.517,2.05
'601699',潞安环能,-0.069,10.253,0.24,7.439,0.03 ,0.182,0.481,4.103,34.436,40.06,14.229,40.686,7.413,6462266,2946988,2008283,866422,3213175,1101275,4314450,2225355,143936,54359,-10351,-53738,514340,169517,86742,-32,86709,71346,1227411,299141,299141,299141,136.84%,-32.49%,51.14%,40934696,4766208.5,50,-0.208,9.809,9.808,-14.86,45.402,98.256,58.333,90369592,-1373.672,9.941,169915.75,-0.31,1.933
'300602',飞荣达,-0.094,31.885,0.32,9.921,0.03 ,0.456,3.408,5.138,65.683,98.316,10.672,30.449,9.896,151046,122942,22874,1743,29453,21517,50970,99211,34084,4557,-2525,-117,24424,7270,3935,-9,3926,3199,51384,20360,6164,6164,69.62%,24.95%,70.51%,429120,267450.72,57.81,-0.366,30.618,30.514,-10.507,49.868,94.523,50,713373,7.028,31.478,3000.194,-0.325,4.775
'300041',回天新材,-0.007,10.6,0.147,4.553,0.03 ,-0.0544,2.008,1.283,74.385,35.167,41.685,26.167,4.553,260553,178151,56275,16708,64500,1830,66329,193813,85489,-2314,-1245,12826,50134,12822,7167,138,7305,6248,54602,42571,26316,26316,119.03%,-2.27%,30.24%,3132403,325480.91,50,0.021,10.315,10.408,-13.48,49.557,97.97,50,9504775,-807.073,10.348,20902.633,-0.384,1.59
'600702',舍得酒业,0.043,41.51,0.245,7.61,0.03 ,0.736,2.494,3.387,54.224,102.548,21.952,69.464,7.603,473356,372998,53638,14838,193673,5558,199231,256671,84140,24832,-11799,-4953,52029,28074,10163,180,10343,8275,114235,33730,33730,33730,104.43%,-20.89%,25.23%,3522422,1344633.88,53.13,0.186,38.286,39.228,-17.209,59.133,94.135,66.667,44566384,-1853.094,37.56,31534.152,-0.216,9.51
'000034',神州数码,-0.151,21.562,0.17,5.234,0.03 ,-0.234,3.64,0.511,15.106,30.664,29.119,4.646,5.205,2282792,1748764,20071,254169,1820302,116749,1937051,344843,238063,-15270,-4270,-2911,1578466,71582,14003,459,14462,11141,35888,65407,35797,35797,108.02%,-33.93%,38.09%,3866800,762820.94,46.88,-0.093,20.397,19.95,-22.468,27.76,98.003,25,31926136,-1462.006,20.775,20494.16,-0.095,6.132
'600724',宁波富达,0.097,3.18,0.0395,1.225,0.03 ,0.0991,0.18,-0.101,12.724,211.492,28.246,28.631,1.206,1391766,1116471,60742,7143,719533,421731,1141264,177087,26015,14318,113,-37274,82117,20638,11843,84,11927,5703,-14611,144524,144494,144494,9.76%,-14.32%,19.27%,1410663,48718.36,43.75,-0.055,3.226,3.21,2.759,46.86,36,41.667,46053692,-858.278,3.302,7690.533,-0.19,0.13
'600933',爱柯迪  ,-0.035,12.94,0.14,4.075,0.03 ,0.112,2.07,0.853,78.528,10.96,31.615,39.225,3.892,463461,292845,116232,20982,54474,39818,94292,363948,175011,9495,-14746,-2221,63936,24516,15378,430,15808,11722,91541,84544,13824,13824,254.17%,-21.17%,32.79%,3513620,496784.31,54.69,-0.317,12.857,12.746,-13.919,38.665,96.386,41.667,854937,-163.024,13.315,12905.624,-0.74,1.97
'600521',华海药业,0.028,29.433,0.129,3.867,0.03 ,-0.209,0.813,1.729,57.259,15.557,9.694,54.615,3.865,881305,443111,227420,55783,322519,37155,359674,504631,122573,-26160,-26778,3177,123904,66147,18352,-251,18101,16186,237167,125099,123237,123237,44.00%,23.11%,61.61%,5421889,1720821,56.25,0.604,28.941,29.172,-13.636,38.339,97.855,33.333,20504636,-647.734,28.681,54365.988,-0.104,4.233
'300021',大禹节水,-0.131,7.06,0.06,1.806,0.03 ,-0.254,0.316,0.458,43.622,100.508,84.923,31.199,1.797,330093,233646,30726,8821,150860,28209,179070,143993,25178,-20213,-2192,12507,35912,11072,5787,61,5848,4606,36522,79736,65162,65162,151.15%,-13.50%,41.88%,9849080,656368.81,50,-0.048,6.783,6.776,-26.185,43.216,97.959,50,26933644,-421.28,6.899,78632.734,-0.535,2.05
'002884',凌霄泵业,-0.099,32.575,0.52,16.06,0.03 ,0.0567,7.028,6.449,92.812,5.468,7.769,26.164,16.049,134049,121239,9759,729,8472,1163,9636,124413,54444,439,-8500,-8060,22620,5769,4628,3,4631,3993,49957,7747,1937,1937,260.51%,-19.35%,36.55%,504609,263589.06,57.81,-0.466,31.723,31.538,-22.202,43.507,92.423,50,158034,-50.19,32.777,2162.488,-0.308,8.555
'002496',辉丰股份,-0.24,3.39,0.083,2.589,0.03 ,0.0418,0.638,0.849,48.018,-15.646,-11.635,36.041,2.578,812864,412476,227961,36641,290799,88134,378933,390324,96157,6304,-28462,2872,84577,29826,17028,-524,16505,12505,128046,150748,102346,102346,142.81%,-47.56%,53.22%,14616157,592764.81,39.06,-0.303,3.263,3.182,-16.33,36.452,97.701,41.667,17772906,-392.486,3.57,220896.406,-0.703,0.72
'002317',众生药业,0.003,12.17,0.15,4.522,0.03 ,-0.0592,1.749,1.542,74.794,10.524,36.715,58.84,4.521,511991,266118,43740,25011,99847,26936,126783,382939,142446,-4821,-18846,-956,59744,34463,14438,-5,14433,12238,140267,81446,64277,64277,74.44%,-2.23%,28.51%,4784970,559476.25,59.38,0.033,11.881,11.936,-12.14,46.16,99.034,58.333,10063113,-798.921,11.938,36236.336,-0.095,1.66
'600977',中国电影,0.038,16.29,0.182,5.716,0.03 ,0.742,2.288,2.222,63.223,17.959,21.544,28.177,5.514,1688102,1280979,247125,10181,507100,40476,547576,1067271,427153,138453,-257001,-117520,219736,58977,50732,177,50909,33998,414814,186700,56500,56500,137.08%,-5.32%,21.77%,7745060,1293362.25,46.88,-0.017,16.079,16.348,-6.294,55.231,88.701,66.667,552460,-448.589,15.875,44867.895,-0.234,1.08
'002191',劲嘉股份,-0.031,8.098,0.14,4.409,0.03 ,0.138,1.103,2.068,79.769,21.091,8.078,47.137,4.391,826304,348784,170078,29975,138139,3817,141956,659130,164825,20581,-21625,-14722,81362,37231,27219,115,27333,21269,309146,149483,130250,130250,40.83%,-8.68%,23.66%,5318560,445067.81,42.19,-0.074,7.86,7.891,-10.041,53.228,92.362,58.333,31778760,-695.318,7.92,27139.904,-0.447,1.048
'002118',紫鑫药业,-0.106,10.05,0.11,3.331,0.03 ,-0.0321,1.197,1.066,47.925,285.872,91.822,77.977,3.331,890212,668860,112261,40003,335235,128174,463408,426632,153366,-4115,-3295,-33271,34598,26380,15483,-3,15481,13611,136577,128076,102543,102543,181.64%,-15.98%,41.34%,18626188,1645901.63,54.69,0.033,9.041,9.134,-24.946,57.546,97.64,66.667,33326538,-507.301,9.103,172153.188,-0.407,3.24
'600987',航民股份,-0.07,11.29,0.163,5.462,0.03 ,0.114,0.163,3.858,73.005,10.507,15.967,26.995,5.455,499670,281490,179657,12253,82947,10487,93434,364786,10385,7221,-9561,-1012,83345,21617,14688,2,14690,10344,262895,63531,63531,63531,33.58%,-17.99%,23.51%,2133540,240218.13,42.19,-0.107,10.695,10.732,-15.654,58.342,98.734,50,31635388,-707.701,10.777,16545.535,-0.437,2.25
'300706',阿石创,0.488,44.019,0.0951,2.954,0.03 ,0.0579,1.203,0.682,73.853,27.978,4.866,28.798,2.954,57038,37240,14091,1297,12317,2596,14914,42125,23252,818,759,2480,5352,1528,1000,558,1557,1342,10061,14112,3528,3528,631.62%,69.75%,92.81%,2228368,1593581,57.81,1.917,45.838,47.414,26.684,77.471,7.439,58.333,816888,910.948,43.645,20221.703,0.611,16.481
'300584',海辰药业,0.119,42.6,0.142,4.294,0.03 ,0.0826,1.77,1.332,79.819,116.186,116.439,84.709,4.294,67059,25380,16826,2340,12572,961,13533,53526,25246,992,-4593,-904,16360,13568,2064,4,2068,1699,17986,12000,4743,4743,199.69%,46.77%,85.04%,947142,452841.06,54.69,1.635,41.955,42.252,-9.037,39.209,72.018,33.333,473623,133.185,41.094,6966.477,-0.147,5.04
'600897',厦门空港,0.116,21.49,0.375,11.816,0.03 ,0.209,0.608,8.562,77.418,9.828,9.273,41.653,10.992,454512,108750,302841,13674,77070,3265,80335,351876,18099,6223,-13271,-7140,42377,16632,15718,51,15769,11175,254997,29781,29781,29781,23.43%,-10.58%,16.49%,697744,145198.5,51.56,0.163,20.658,21.038,-4.137,63.411,61.091,75,16187528,-1984.027,20.135,6239.639,0.229,1.44
'600499',科达洁能,-0.172,8.82,0.113,3.508,0.03 ,-0.185,0.72,1.592,43.801,1.21,4.223,22.7,3.506,1281284,704654,247683,40635,528411,166352,694763,561222,113541,-29113,-29371,-15479,153111,33665,21649,375,22024,17839,258999,157721,141146,141146,99.08%,-26.43%,46.81%,13984767,1333846.63,48.44,-0.252,8.424,8.422,-22.63,50.182,98.824,41.667,38386244,-983.392,8.642,76431.391,-0.644,2.28
'002247',帝龙文化,-0.253,11.99,0.2,6.132,0.03 ,-0.234,3.559,1.513,81.554,109.352,79.473,23.967,6.131,640006,250147,33371,16234,117647,406,118053,521953,302910,-19895,-13561,-18057,88796,20834,18254,-196,18058,16596,128739,85120,52285,52285,32.31%,-34.21%,44.13%,1689485,208371.67,53.13,-0.402,11.405,11.248,-29.608,40.659,96.188,58.333,7103185,-601.44,11.951,9949.516,-0.745,4.14
'300476',胜宏科技,0.074,16.47,0.11,3.453,0.03 ,0.0918,1.627,0.762,63.099,92.464,85.257,29.03,3.439,421177,257295,132498,2373,153893,1526,155419,265758,125213,7064,15954,13197,82845,23503,10121,21,10142,8813,58682,76971,33565,33565,356.29%,36.32%,68.28%,11958835,2365823.5,57.81,0.184,16.466,16.402,-6.694,24.775,92.075,58.333,4847405,-66.419,16.25,45355.457,0.231,1.23
'600305',恒顺醋业,0.239,9.008,0.0756,2.265,0.03 ,0.133,0.37,0.76,70.344,32.958,8.207,40.238,2.264,264330,104996,93317,9338,58378,12295,70672,185941,47033,10430,-5064,4875,39966,15391,6873,263,7137,5926,67993,78356,78356,78356,57.60%,8.97%,25.31%,4513483,481133.84,56.25,0.281,8.766,8.994,-2.059,69.484,35.969,58.333,10975112,-429.477,8.35,43728.914,0.634,0.258
'002769',普路通,-0.208,16.867,0.11,3.438,0.03 ,-2.055,0.785,1.55,8.495,1.841,48.222,7.906,3.438,1538414,1501682,775,84,1404928,2797,1407725,130689,29538,-77359,-6,-93830,109036,8582,4912,6,4919,4110,59589,37651,19146,19146,460.03%,-6.61%,76.93%,8807787,1666182.88,60.94,-0.596,16.393,16.006,-22.091,24.241,97.182,66.667,3198048,-451.821,17.256,41873.063,-0.254,4.357
'300428',四通新材,-0.1,15.32,0.08,2.245,0.03 ,-0.241,0.286,0.754,76.44,28.108,0.339,9.629,2.243,95908,59208,16207,3628,20230,2083,22313,73312,13180,-7014,-437,-215,27208,2532,2635,6,2641,2326,29942,29088,13805,13805,148.61%,-20.49%,38.63%,2051512,359524.5,60.94,-0.19,14.684,14.7,-22.888,45.783,98.514,50,3602809,-453.526,15.044,10361.292,-0.088,3.98
'002422',科伦药业,0.089,34.32,0.27,8.416,0.03 ,0.514,2.456,4.63,42.324,98.911,61.535,57.911,8.407,2863530,1236986,1084339,100711,1141706,493655,1635361,1211962,353618,73954,1986,60537,393209,222002,38502,6463,44966,38320,666656,144000,103157,103157,72.05%,27.68%,55.32%,7432555,2256683.5,57.81,0.989,33.111,33.63,-9.726,41.103,87.324,58.333,8440823,-857.627,31.802,54159.523,0.251,4.12
'601799',星宇股份,0.221,55,0.474,14.085,0.03 ,0.0469,9.63,2.799,63.32,31.996,21.792,21.099,13.939,656135,513516,91029,36468,222601,17683,240283,415466,265938,1296,3914,5037,117507,23807,14962,-94,14867,13093,103821,27616,27616,27616,16.04%,24.11%,32.28%,442962,229605.45,53.13,0.955,53.794,54.412,5.766,85.675,1.677,50,5247939,-766.607,52.526,6376.617,0.261,2.46
'002672',东江环保,-0.003,13.429,0.14,4.347,0.03 ,0.0602,0.564,2.674,41.305,16.799,12.244,35.362,4.325,933693,298465,161705,89684,306287,180141,486428,385662,50033,5342,-25874,-19243,75821,25953,15255,942,16197,12144,237223,88710,85100,65086,64.37%,-10.73%,33.56%,4189405,655470.06,46.88,-0.759,14.151,13.103,-0.108,18.081,83.988,41.667,7054447,-874.687,15.561,52022.789,-0.158,0.319
