symbol,inputdata,revenuedata
972,0.02397,-1
973,-0.32221,0.27284
973,0.09025,0.22039
973,-0.03054,0.01467
973,-0.38937,0.11838
973,0.05857,0.00443
973,0.358,0.1776
973,0.0164,0.47595
973,0.15817,0.15933
973,-0.04828,0.02594
975,0.07367,0.28508
975,-0.08537,0.31356
975,-0.05594,0.2387
975,0.7299,0.2202
975,-0.08878,-1
975,0.2021,0.1263
975,-0.13848,0.73898
975,-0.04463,1.32657
975,0.02726,2.37367
976,-0.08476,0.43098
976,0.06678,0.27039
976,-0.00806,-0.2122
976,0.30758,0.31346
976,-0.05101,0.52746
976,0.12276,0.74205
976,-0.03965,0.19843
976,-0.07912,0.18016
976,-0.04458,0.01396
977,-0.27609,0.09941
977,-0.10763,0.34993
977,0.06422,-0.09389
977,-0.0532,0.12307
977,1.0424,1.98897
977,-0.2582,0.56236
977,-0.01541,-1
977,0.10908,0.17891
977,0.02505,0.43906
977,-0.10549,0.35039
978,-0.2082,0.26821
978,-0.118,0.1658
978,0.01152,0.58652
978,-0.04418,0.53949
978,0.07247,0.26046
978,0.03561,0.3069
978,-0.01617,0.25318
978,-0.01712,0.08872
978,-0.16918,0.16341
979,-0.10995,0.34943
979,0.26447,-0.873
979,-0.02309,-1
979,0.19606,-0.90194
979,-0.10922,1.46808
979,0.26867,-0.52217
979,0.24579,9.99412
979,0.00066,11.34873
979,-0.10675,1.07058
979,-0.34402,0.35752
980,-0.21019,0.27067
980,-0.11023,-0.0017
980,-0.0236,-0.26988
980,-0.07677,-0.34707
980,0.20545,-0.16616
980,0.23013,-0.26478
980,0.07835,-0.33832
980,-0.0371,0.10083
980,-0.21152,8.81403
981,-0.18035,2.57148
981,0.13677,-0.27412
981,0.0809,625.30194
981,-0.14691,0.34413
981,-0.01844,2.87148
981,0.0528,-0.21718
981,-0.26251,0.23159
981,-0.01351,0.57193
981,-0.05173,1.80634
982,-0.27264,-0.30422
982,0.19613,1.24718
982,0.22235,0.70476
982,0.04977,0.09464
982,0.11162,0.19969
982,-0.52655,0.59167
982,0.06562,-1
982,0.28384,0.79245
982,-0.24696,0.55506
982,-0.50738,0.55641
983,0.36446,-0.07062
983,-0.27585,0.63969
983,0.00978,0.01298
983,-0.04842,-1
983,-0.02856,-0.05458
983,-0.20833,-0.00842
983,0.09231,-0.06304
983,-0.15133,0.06683
983,0.07325,0.0241
983,0.08082,-0.02781
985,-0.04684,0.20281
985,0.14167,-0.01362
985,0.01039,0.06716
985,0.02397,0.18504
985,0.06602,0.74479
985,0.04901,0.1787
985,0.17598,-0.35177
985,-0.10481,0.43022
985,-0.16615,0.04743
987,-0.03746,-0.206
987,0.13277,-0.2222
987,0.10692,-0.24584
987,-0.11942,-0.15219
987,-0.06782,-0.15387
987,-0.08806,-0.14527
987,-0.11176,-0.14869
987,-0.31243,-0.12847
987,-0.1783,-0.13539
988,-0.0741,0.33624
988,-0.07618,0.23511
988,0.02404,0.06799
988,-0.01383,-1
988,-0.52712,-0.04392
988,0.09684,0.18126
988,0.1348,0.17877
988,0.16148,0.16139
988,0.04529,0.13661
988,0.02739,0.19114
989,-0.25677,0.04674
989,-0.04309,0.06495
989,-0.00354,0.05591
989,0.20457,0.0269
989,0.10308,0.06463
989,-0.00466,-1
989,-0.02702,0.18488
989,0.4167,0.10436
989,-0.00554,0.10961
989,-0.03809,0.59621
990,-0.31962,0.06902
990,-0.19041,-0.07032
990,-0.074,0.24588
990,-0.00207,0.20752
990,0.38521,0.014
990,0.21072,0.21407
990,0.17932,0.38227
990,-0.08509,-0.1046
990,0.07313,0.03214
993,0.09599,1.29485
993,0.03814,1.24318
993,-0.19469,-0.24102
993,0.13551,2.6051
993,-0.24507,1.43758
993,0.09719,0.40752
993,0.10353,-0.31436
993,-0.01134,0.43773
993,-0.14841,0.51041
995,-0.05026,-0.56764
995,0.19197,-0.47128
995,0.36921,-0.24354
995,0.11613,-0.11798
995,0.07761,-0.29125
995,-0.03461,-1
995,0.00922,-0.2435
995,0.21926,-0.47223
995,-0.31291,0.07577
995,0.21348,-1
995,-0.0302,-1
995,-0.06918,1.89283
996,-0.19364,-0.13449
996,-0.03673,-0.12236
996,-0.11172,0.15905
996,0.08014,0.19457
996,0.57841,0.08019
996,0.09985,14.08045
996,0.28384,-0.37914
996,-0.07633,0.76264
996,-0.32785,0.20276
996,-0.01168,-1
997,-0.00155,0.08123
997,-0.05031,-0.17171
997,-0.10076,-0.20088
997,-0.11965,-0.01266
997,0.02025,-0.02723
997,0.19489,0.01194
997,-0.1273,1.10146
997,0.00265,0.56385
997,0.11279,0.14863
998,-0.07217,-0.15578
998,0.04265,-0.46826
998,0.24763,-0.28936
998,-0.00414,-0.57771
998,0.14134,-0.78974
998,-0.4055,-0.60309
998,0.21299,-0.59337
998,-0.10878,-0.69824
998,0.0296,-0.65352
999,-0.28485,0.01538
999,-0.02828,-0.13819
999,0.04489,0.00484
999,0.35111,-0.12691
999,-0.00044,0.07508
999,-0.14196,-0.00582
999,0.11164,-0.03732
999,0.11726,0.0079
999,0.0169,0.03428
1696,-0.30132,0.33485
1696,-0.28468,0.35487
1696,-0.20157,0.20704
1696,-0.0987,0.01295
1696,0.03645,0.10109
1696,0.01263,-1
1696,-0.08561,0.12836
1696,-0.0959,0.22848
1696,-0.08883,0.01098
1696,-0.17394,-0.04161
1896,0.01963,-0.17118
1896,-0.17332,13.96288
1896,0.29835,-0.06921
1896,-0.05223,0.22909
1896,0.23053,0.01145
1896,0.00868,0.04053
1896,0.21566,0.24021
1896,-0.09591,0.33305
1896,-0.24132,-0.11852
1979,0.10058,2.69707
1979,-0.06677,0.79487
2001,0.06026,0.32383
2001,-0.21695,-0.04531
2001,0.01243,0.13523
2001,0.13064,-0.0214
2001,0.13986,-0.02214
2001,0.06145,-1
2001,-0.35611,0.20983
2001,0.03225,0.01671
2001,0.07113,0.11912
2001,0.06736,0.12382
2002,0.01153,0.20473
2002,-0.14715,0.31836
2002,0.0682,0.13612
2002,0.09509,-0.17831
2002,0.00695,18.86525
2002,-0.24518,0.19865
2002,1.02996,0.28579
2002,-0.68317,-0.25454
2002,-0.11634,0.05402
2003,-0.01724,1.15442
2003,0.12217,1.47239
2003,0.06169,1.19958
2003,-0.03947,1.12427
2003,0.0408,1.28992
2003,-0.37988,0.86735
2003,0.14349,1.43771
2003,-0.00752,1.17362
2003,-0.30666,1.34596
2004,-0.20352,0.57088
2004,-0.03584,0.25431
2004,0.22322,0.33931
2004,-0.23315,0.46586
2004,0.23865,0.17642
2004,0.13472,0.36134
2004,-0.45417,0.19533
2004,-0.05141,-1
2004,-0.01769,0.20634
2004,-0.09915,0.11859
2005,-0.15176,0.40811
2010,-0.14051,0.49947
2010,0.01185,-1
2010,1.05578,0.37218
2010,0.05033,0.42982
2010,-0.10583,0.56951
2011,-0.22916,0.38703
2011,-0.06542,0.38313
2011,-0.43736,0.32183
2011,0.12863,0.46332
2011,0.21548,0.31307
2011,-0.01798,0.01174
2011,-0.08146,0.04797
2011,-0.0813,0.22111
2011,0.03933,0.25845
2012,-0.2863,0.79851
2012,0.09269,0.15632
2012,0.19894,0.16064
2012,-0.02101,0.06027
2012,0.06521,0.21745
2012,-0.02682,0.25357
2012,-0.01754,-1
2012,0.0868,0.18621
2012,-0.0256,0.12236
2012,-0.03967,0.1344
2013,-0.36827,1.51898
2013,-0.14233,0.24083
2013,-0.11324,0.079
2013,-7.00E-05,0.23593
2013,-0.00942,0.5229
2013,0.02567,-1
2013,0.07291,0.89281
2013,-0.0128,0.74049
2013,-0.16806,0.41191
2013,-0.41031,0.46104
2014,-0.19806,-0.12194
2014,0.2258,-0.11008
2014,0.12145,-0.04122
2014,0.109,-0.01733
2014,-0.07789,-0.12147
2014,-0.01913,0.03252
2014,0.25649,0.05498
2014,0.10804,0.09169
2014,-0.14203,0.11052
2015,-0.14971,0.40483
2015,-0.0042,0.24393
2015,-0.0328,-0.00405
2015,-0.01595,-1
2015,-0.02436,-0.34195
2015,0.01519,0.18506
2015,0.18202,-0.1957
2015,0.30576,0.49189
2015,-0.13829,1.96057
2015,-0.17305,0.29742
2016,-0.37445,69.66023
2016,0.0558,0.14407
2016,0.08243,1.12817
2016,0.51735,-0.65559
2016,-0.2676,-0.15873
2016,0.25251,0.31322
2016,-0.05049,32.20465
2016,-0.18834,21.67349
2016,0.23667,-1
2016,-0.26994,-0.50839
2017,-0.29712,0.06211
2017,0.06115,0.15075
2017,-0.13507,0.02032
2017,-0.11662,0.00589
2017,0.04745,-1
2017,0.3452,0.02167
2017,0.03298,0.09929
2017,-0.07646,0.04801
2017,0.049,0.16067
2017,-0.15256,0.04431
2018,-0.52102,1.10783
2018,-0.11076,0.43941
2018,0.11566,0.29156
2018,0.39193,0.38974
2018,0.06888,0.9796
2018,0.11501,-0.10338
2018,0.03442,0.15077
2018,-0.02033,-1
2018,-0.32178,0.07917
2018,-0.09602,0.0162
2019,-0.10971,-0.12779
2019,-0.24362,0.04275
2019,-0.13798,0.04211
2019,-0.19983,-0.02338
2019,0.5094,-0.09562
2019,0.21199,0.26871
2019,0.028,0.05018
2019,-0.70606,0.10442
2019,0.20079,0.1435
2020,-0.07762,0.31305
2020,0.20131,0.10522
2020,0.27294,0.02515
2020,-0.04919,0.21016
2020,-0.17426,0.10784
2020,-0.03954,0.17991
2020,0.12532,0.09573
2020,-0.57105,0.13711
2020,-0.06464,0.08725
2021,-0.55509,-0.01517
2021,-0.02684,0.18121
2021,-0.07785,0.04197
2021,-0.14688,-0.29111
2021,0.14242,0.18375
2021,0.021,-0.22077
2021,0.31522,-0.13969
2021,-0.07281,-0.32642
2021,-0.33821,-0.26872
2022,-0.44742,0.17411
2022,-0.22801,0.08199
2022,-0.00971,0.12066
2022,0.22925,0.04437
2022,0.17352,-0.0137
2022,0.06076,0.06307
2022,-0.11062,-0.0616
2022,0.10808,0.02001
2022,-0.13137,0.07732
2023,-0.24235,0.49515
2023,-0.25523,0.16089
2023,0.13752,0.40029
2023,-0.07149,0.27379
2023,0.21052,0.5608
2023,0.08385,0.06091
2023,-0.25358,-0.11027
2023,0.12979,0.10822
2023,-0.27421,0.05129
2024,-0.14177,0.15938
2024,0.45539,0.15742
2024,0.03039,0.14891
2024,-0.24451,0.08432
2024,0.43344,0.04153
2024,0.09145,0.23673
2024,0.3782,0.14065
2024,-0.0496,0.15792
2024,0.07613,0.24056
2025,-0.22706,-0.09762
2025,-0.06293,0.06512
2025,0.04064,0.14109
2025,0.11862,-0.03985
2025,0.09336,0.07051
2025,0.27283,0.08994
2025,0.24882,-0.01048
2025,0.02994,0.07624
2025,-0.09609,0.07943
2026,-0.16698,0.12608
2026,0.0796,0.51889
2026,0.02557,0.29761
2026,0.16595,0.31717
2026,-0.20288,0.4059
2026,0.35431,0.32076
2026,0.23208,0.5334
2026,-0.09225,0.57575
2026,-0.15251,0.21974
2027,-0.31981,0.17899
2027,0.03855,-0.31762
2027,-0.03633,0.166
2027,-0.05649,0.10925
2027,0.2614,0.61912
2027,0.14522,0.15102
2027,0.39636,-0.01536
2027,-0.56698,0.34075
2027,-0.32494,0.33045
2028,-0.14013,0.43033
2028,-0.15045,0.02229
2028,-0.02896,0.48595
2028,0.02008,0.67309
2028,-0.0041,0.42613
2028,-0.31631,0.99207
2028,-0.02057,0.51211
2028,-0.05198,0.42339
2028,-0.16536,1.11738
2029,-0.02371,-0.20945
2029,0.20178,-0.32472
2029,0.28783,-0.40694
2029,-0.22761,-0.42905
2029,-0.3698,-0.50309
2029,0.06328,-0.43325
2029,0.06461,-0.22879
2029,0.07833,-0.38526
2029,-0.08425,-0.41122
2030,-0.03559,0.28099
2030,0.01949,0.22584
2030,-0.2105,0.24451
2030,-0.0964,0.29243
2030,0.10546,0.37284
2030,0.34536,0.34863
2030,0.17426,0.29803
2030,-0.1415,0.357
2030,-0.11228,0.20424
2031,0.41292,0.19285
2031,-0.01778,0.22078
2031,0.04603,-1
2031,-0.3041,0.26013
2031,-0.06133,0.02429
2031,0.06468,-0.17683
2031,0.06168,0.05246
2031,0.03553,0.13487
2031,-0.7601,-0.07309
2031,-0.10663,0.86677
2032,-0.03317,-0.16403
2032,-0.08575,-0.12928
2032,0.07678,-0.1851
2032,-0.14859,-0.26289
2032,0.05065,-0.17831
2032,0.01537,-0.21233
2032,0.14265,-0.21082
2032,0.01693,-0.16418
2032,-0.26569,-0.24924
2033,-0.30552,0.36929
2033,0.32599,-0.22609
2033,-0.18749,0.55851
2033,0.15059,0.45309
2033,-0.17034,0.5531
2033,0.00305,0.18977
2033,-0.19414,0.38776
2033,0.02936,0.36684
2033,0.01997,-1
2033,-0.1465,0.23298
2034,-0.08727,0.46961
2034,0.05069,0.46154
2034,0.64258,0.01634
2034,-0.24117,0.4807
2034,0.44595,0.71183
2034,0.20829,0.52011
2034,0.04109,0.63927
2034,-0.12202,0.59301
2034,-0.10986,0.25652
2035,-0.37448,0.86918
2035,-0.16232,0.2304
2035,0.20353,0.2167
2035,0.15722,1.72406
2035,0.04646,0.32624
2035,0.00927,-1
2035,-0.18918,0.10143
2035,-0.07252,0.30049
2035,0.0989,0.37165
2035,-0.37143,0.34232
2036,-0.57695,0.10811
2036,-0.01715,0.38732
2036,0.31562,0.61709
2036,0.0797,0.26021
2036,-0.04047,0.52257
2036,0.02818,0.14633
2036,1.03133,0.15978
2036,0.06881,0.78482
2036,-0.02365,1.20173
2037,-0.06576,0.90212
2037,-0.07819,0.97955
2037,0.09021,1.02921
2037,0.16419,1.11361
2037,-0.35418,0.47708
2037,0.24579,0.75506
2037,0.55476,0.46109
2037,-0.12543,0.67116
2037,0.00542,0.82636
2038,-0.38445,0.24364
2038,-0.07731,0.4122
2038,-0.16228,0.20057
2038,0.32157,0.41538
2038,-0.0406,0.35639
2038,-0.13529,0.03505
2038,-0.12168,-0.05718
2038,0.11003,-0.17511
2038,-0.02792,0.05777
2039,-0.1388,0.40658
2039,0.12353,0.51692
2039,-0.08528,0.03475
2039,0.13892,4.5865
2039,-0.10303,0.01431
2039,-0.28623,2.86131
2039,0.10808,0.03855
2039,0.03104,-0.11201
2039,0.03167,0.56737
2040,-0.03651,0.15148
2040,0.02763,0.07222
2040,-0.01302,0.02428
2040,-0.01384,-1
2040,-0.04267,0.02825
2040,0.01015,0.03985
2040,0.10511,-0.1345
2040,-0.08048,0.06813
2040,0.02157,0.28094
2040,-0.12025,0.27235
2041,0.06657,-0.49406
2041,0.49584,-0.5803
2041,-0.28534,-0.51986
2041,0.02,0.03898
2041,0.11242,-0.08863
2041,-0.03605,-0.57616
2041,-0.40062,0.16076
2041,-0.00197,-0.40531
2041,-0.07765,0.21896
2042,-0.13679,22.98126
2042,0.03241,0.63364
2042,0.21348,-0.00889
2042,-0.39697,0.27832
2042,0.22542,0.19776
2042,-0.05545,0.29311
2042,0.32406,0.38287
2042,0.01379,0.40315
2042,-0.14813,0.33858
2043,-0.1331,0.75356
2043,-0.03839,0.68043
2043,-0.001,0.4666
2043,-0.35635,0.69334
2043,-0.10263,0.65499
2043,0.28494,0.80015
2043,0.33385,0.75853
2043,-0.12757,0.71718
2043,-0.18134,0.69841
2044,0.01201,-0.18315
2044,0.14133,-0.22651
2044,-0.02777,0.35762
2044,-0.00126,-0.08638
2044,0.09632,-0.03594
2044,0.13075,0.71357
2044,0.01433,0.37047
2044,-0.55681,1.37379
2044,0.04209,0.92139
2045,-0.29395,0.42872
2045,0.05308,0.25929
2045,-0.27986,0.28032
2045,-0.17684,-0.04721
2045,0.75265,0.22827
2045,0.1531,0.14202
2045,0.27402,0.02058
2045,-0.08877,0.44136
2045,0.01404,0.06183
2046,-0.07972,0.42911
2046,0.1297,0.64182
2046,-0.0843,0.12786
2046,-0.34834,0.00742
2046,-0.07989,0.39201
2046,0.19204,0.658
2046,-0.06417,0.67616
2046,-0.01798,0.52395
2046,-0.20361,0.64307
2047,0.03858,0.30524
2047,-0.00787,0.34577
2047,0.03563,0.19599
2047,-0.13217,0.27489
2047,0.53043,-0.02138
2047,-0.06587,0.37401
2047,0.11876,0.37387
2047,0.01005,0.23485
2047,-0.05853,0.53877
2048,0.16537,0.50189
2048,-0.06452,0.22438
2048,-0.02357,0.06446
2053,0.06475,-0.07102
2053,0.25414,-0.07778
2053,-0.53002,0.07147
2053,-0.2652,0.27846
2054,0.50609,0.406
2054,-0.08457,0.36254
2054,0.03837,0.42192
2054,-0.04929,0.36294
2054,0.05765,0.47844
2054,-0.01283,0.3353
2054,-0.06164,0.4981
2054,0.19241,0.42852
2054,0.19604,0.1407
2055,-0.12249,0.57868
2055,-0.1095,0.13825
2055,0.2299,0.24705
2055,-0.52656,0.24491
2055,0.8151,0.43129
2055,0.08836,0.41516
2055,0.52661,0.20157
2055,-0.05145,0.2279
2055,0.00354,0.06084
2056,-0.18394,0.41708
2056,0.35244,0.3957
2056,-0.04546,0.03173
2056,-0.026,0.1877
2056,0.33739,0.27984
2056,0.10805,0.24246
2056,-0.08723,0.11541
2056,-0.47164,0.1215
2056,0.27331,0.22202
2056,0.28025,-1
2057,-0.0068,0.32708
2057,-0.00816,-1
2057,0.30085,0.86697
2057,-0.0066,0.25364
2057,-0.09815,0.4739
2057,0.2043,0.21716
2057,-0.34489,0.31144
2057,0.291,0.16962
2057,0.1226,0.25362
2057,0.14343,3.35722
2058,-0.20746,0.42572
2058,0.14144,0.59026
2058,-0.08346,0.48389
2058,-0.06212,0.78721
2058,0.03787,0.60267
2058,0.12984,0.37698
2058,0.46628,0.29791
2058,-0.1591,0.51483
2058,-0.20044,0.75451
2064,-0.07478,0.22152
2064,0.32238,0.33322
2064,-0.01377,0.20689
2064,0.01228,-1
2064,-0.28118,0.35023
2064,-0.02601,0.11122
2064,0.08889,-0.11129
2064,-0.01312,-1
2065,-0.50306,0.54249
2065,0.07321,0.40913
2065,0.03351,0.46445
2065,0.02631,-1
2065,0.00864,0.41021
2065,0.6966,0.33844
2065,-0.59585,0.26021
2065,-0.14932,-0.23586
2065,-0.14452,0.05849
2065,0.00655,-1
2065,-0.588,-0.03295
2066,-0.267,0.06133
2066,-0.10109,0.35937
2066,-0.01203,0.00975
2066,-0.47886,0.04686
2066,-0.00701,0.0425
2066,0.72068,0.05401
2066,0.50823,0.06075
2066,0.00256,0.04312
2066,-0.12633,0.10575
2067,0.02042,0.11221
2067,-0.07341,0.08073
2067,0.0106,0.15542
2067,0.01729,-1
2067,-0.54836,0.13886
2067,-0.03994,0.07291
2067,0.63279,0.09009
2067,0.28795,0.22826
2067,-0.01563,0.22481
2067,-0.00885,-1
2067,-0.02757,0.41265
2068,0.1525,0.68877
2068,-0.11349,0.29186
2068,0.12465,0.1501
2068,0.04534,0.10038
2068,0.01009,-1
2068,-0.16801,0.18186
2068,0.35906,0.12661
2068,-0.04914,0.0472
2068,0.00771,0.24318
2068,0.30404,0.04342
2069,-0.02074,0.26655
2069,0.48611,-0.03419
2090,-0.20884,0.07765
2090,-0.13213,-0.01168
2090,-0.06927,0.30238
2091,-0.27744,0.24143
2091,-0.04791,0.50132
2091,-0.1555,0.46911
2091,-0.13931,0.33185
2091,0.3298,0.24663
2091,0.07209,0.55637
2091,0.46415,0.54008
2091,-0.02261,0.11014
2091,-0.26937,0.25366
2092,0.35518,0.41667
2092,-0.08038,0.14685
2092,-0.01217,0.59234
2092,-0.07148,0.26203
2092,-0.15939,0.07371
2092,0.24988,0.29441
2092,0.17591,0.70493
2092,0.22421,0.6577
2092,0.30779,0.49741
2093,-0.27216,0.16488
2093,0.01263,0.08395
2093,0.0165,-1
2093,0.09858,0.0198
2093,-0.14214,-0.50273
2093,0.33761,-0.01365
2093,0.20208,-0.3952
2093,0.05472,-0.19293
2093,-0.0309,0.1575
2093,-0.08444,0.31701
2094,0.1189,-0.35638
2094,0.27134,0.11218
2094,0.26235,-0.21814
2094,0.0723,0.43991
2094,-0.0826,0.81537
2094,0.40196,1.00757
2094,0.04841,0.74578
2094,0.01228,-1
2094,0.27795,0.28288
2094,-0.18107,0.62111
2095,0.08811,0.12066
2095,-0.21657,0.17745
2095,-0.0451,-0.09705
2095,0.12239,0.26101
2095,2.06672,0.35239
2095,0.03522,0.08461
2095,-0.09615,0.06638
2095,-0.15927,0.75102
2095,0.02706,0.00962
2096,-0.42052,0.79124
2101,-0.37125,-0.04498
2101,-0.01716,0.08361
2101,0.12453,0.20874
2101,0.07328,0.12884
2101,0.01476,-0.03353
2101,-0.02529,-0.01466
2101,0.06097,0.71049
2102,-0.20784,-0.05712
2102,0.05584,-1
2102,0.06506,0.10083
2102,-0.02346,-0.20787
2102,-0.14646,-0.30737
2102,-0.00465,-0.01997
2102,0.00715,-1
2102,0.07128,1.79605
2102,0.06173,0.29673
2102,0.30849,-0.11719
2102,-0.19727,0.27781
2103,-0.1939,0.50847
2103,-0.03945,0.50179
2103,0.00514,0.44551
2103,0.06205,0.47254
2103,0.25906,0.25197
2103,0.08714,0.30331
2103,0.13141,0.93365
2103,-0.30891,0.29114
2103,-0.39354,0.36616
2104,-0.21271,0.3309
2104,-0.07512,0.28473
2104,-0.16444,0.4684
2104,0.28049,0.192
2104,0.66908,0.07298
2104,-0.23353,0.05085
2104,-0.02323,0.07281
2104,-0.13624,-0.38791
2104,0.10934,0.24295
2105,-0.13192,-0.17848
2105,0.02143,0.08054
2105,0.08705,0.06412
2105,-0.08782,-0.02249
2105,0.142,-0.05609
2105,-0.01933,0.07358
2105,0.01122,0.02674
2105,0.02502,-0.08563
2105,-0.09416,0.41302
2106,-0.06994,0.18964
2106,-0.10374,0.10841
2106,-0.29293,0.14882
2106,0.17073,0.56936
2106,-0.15841,0.46705
2106,0.1341,0.12738
2106,0.3189,0.06101
2106,0.13455,0.73271
2106,-0.07422,0.20551
2107,-0.62002,0.27317
2107,-0.22502,-0.42804
2107,0.11225,0.15039
2107,0.15568,-0.03942
2107,0.01045,0.01947
2107,-0.01548,-1
2107,0.23295,0.09814
2107,-0.03643,0.24559
2107,-0.09024,0.09379
2107,-0.1779,0.06069
2108,-0.13735,0.75498
2108,-0.22404,0.51342
2108,-0.36608,0.8389
2108,0.01364,0.51128
2108,0.28287,0.66982
2108,0.71029,0.61388
2108,-0.24269,0.42608
2108,0.23368,0.4794
2108,-0.40298,0.33896
2109,-0.22753,0.40046
2109,-0.03633,0.2293
2109,0.11077,0.50828
2109,0.02702,0.27167
2109,-0.10169,0.05642
2109,0.01385,-1
2109,0.04067,-0.01338
2109,0.27512,0.48266
2109,-0.14004,1.09027
2109,-0.03177,-0.18557
2110,0.46713,-0.02512
2110,0.08167,0.2191
2110,-0.1681,0.12013
2110,-0.14497,0.17313
2110,0.01854,-0.0781
2110,0.05076,0.05084
2110,-0.00107,-1
2110,0.31118,-0.06827
2110,0.37677,0.2593
2110,0.24432,0.05108
2111,-0.24105,-0.18703
2111,-0.00723,0.18378
2111,-0.05158,0.23374
2111,-0.0602,0.18012
2111,0.02548,0.20582
2111,0.08489,0.28042
2111,0.25338,0.17385
2111,0.01974,-1
2111,-0.01158,0.24145
2116,-0.12307,-0.07805
2117,0.16837,-0.19184
2117,0.23576,-0.13281
2117,-0.00913,-0.01281
2117,-0.52145,-0.24237
2117,0.44695,0.05803
2117,0.03285,0.05485
2117,0.38726,-0.09597
2117,0.04044,-0.08076
2117,-0.24171,-0.01146
2118,-0.14109,1.55368
2118,-0.01697,1.53959
2118,-0.24355,-0.14857
2118,0.04012,2.39741
2118,0.22701,0.99678
2118,0.05452,-0.58794
2118,0.01137,0.08275
2118,0.18487,0.46607
2118,-0.02687,0.51443
2119,-0.3153,1.12577
2119,-0.02349,0.31593
2119,-0.095,0.82495
2119,0.00642,0.46578
2119,0.14457,0.09842
2119,0.40585,0.0613
2119,0.88553,0.06478
2119,-0.2059,0.17393
2119,-0.12431,0.20242
2120,-0.17888,0.11223
2120,0.03619,0.25673
2120,0.03223,0.25116
2120,0.32385,0.29976
2120,0.04621,0.0681
2120,0.2416,0.3033
2120,0.02041,0.22372
2120,0.93334,0.35657
2120,-0.06,0.27827
2121,-0.74539,1.08765
2121,-0.04644,2.83407
2121,-0.33114,2.01892
2121,0.02023,-1
2121,-0.02893,1.23202
2121,0.13966,0.9058
2121,0.16536,0.88216
2121,0.058,-1
2121,0.12133,1.23573
2121,-0.64613,1.19724
2121,0.04563,0.14798
2122,-0.27328,0.31951
2122,-0.49173,0.07814
2122,-0.11051,0.04891
2122,-0.05442,0.06889
2122,-0.03268,-1
2122,-0.13319,0.12533
2122,0.19098,0.12594
2122,-0.01457,0.03408
2122,-0.12362,0.13461
2122,-0.12004,0.04543
2123,-0.22848,0.03899
2123,0.1618,0.11958
2123,-0.16148,0.02714
2123,-0.20085,0.30536
2123,0.03332,-1
2123,-0.12889,1.11306
2123,0.15333,-0.07497
2123,0.06526,0.46261
2123,-0.06779,0.06291
2123,-0.19031,0.05511
2124,0.03308,0.58003
2124,-0.24024,0.60106
2124,-0.1414,0.6411
2124,0.07472,0.55058
2124,-0.02225,0.20866
2124,0.43345,0.61596
2124,-0.15317,-0.78728
2124,0.28626,0.52406
2124,-0.59296,0.6124
2124,-0.05612,0.41095
2125,0.05566,0.47482
2125,0.08034,0.13098
2125,0.01602,0.26906
2125,-0.39371,-0.05965
2125,0.07005,0.12389
2125,0.02349,-1
2125,0.38669,0.01951
2125,0.62507,-0.0037
2125,0.36965,0.48783
2125,-0.02019,0.3216
2126,-0.06657,0.46053
2126,0.22799,0.34613
2126,-0.19948,0.17739
2126,-0.49934,0.09421
2126,0.15225,0.2925
2126,-0.04094,0.12471
2126,0.00973,0.12483
2126,-0.50644,0.15177
2126,-0.07402,0.15789
2127,-0.41296,0.24815
2127,-0.31155,0.25188
2127,-0.23094,0.32299
2127,-0.13013,0.13492
2127,0.69596,0.49642
2127,0.21216,0.16634
2127,0.27323,0.21713
2127,-0.54255,1.73477
2127,0.00505,-1
2127,0.08863,1.59337
2128,0.12399,0.04731
2128,-0.08694,0.02097
2128,0.02516,-0.16046
2128,-0.02451,-0.1473
2128,-0.19986,-0.25762
2128,0.11771,-0.31353
2128,0.04387,-0.31023
2128,-0.00625,-0.29552
2128,0.32403,-0.16388
2129,-0.44563,0.00557
2129,0.17503,0.61664
2129,-0.14587,0.35802
2129,0.40551,0.08485
2129,0.65829,0.1587
2129,0.23713,0.1594
2129,-0.15192,0.22979
2129,-0.04702,0.27668
2129,-0.06454,0.542
2130,-0.56711,0.3959
2130,-0.21524,0.49143
2130,-0.12981,0.24286
2130,-0.19485,0.32019
2130,-0.19046,0.15069
2130,0.20632,0.18988
2130,0.01751,0.13144
2130,-0.1112,0.33334
2130,-0.55478,0.26241
2131,0.04562,-0.07811
2131,-0.41681,0.42538
2131,0.03258,0.00968
2131,-0.22296,0.02183
2131,0.14255,0.1429
2131,-0.02837,0.8381
2131,1.01172,0.30924
2131,0.00603,0.21311
2131,-0.82049,0.18223
2132,0.11326,0.25655
2132,0.46605,0.33471
2132,-0.17926,0.30216
2132,-0.12503,0.40602
2132,0.0649,-1
2132,0.05242,0.34046
2132,0.36662,0.38536
2132,0.20033,0.28133
2132,-0.32961,0.28424
2132,-0.00826,0.10522
2133,0.31047,3.76287
2133,0.04831,1.14238
2133,-0.08931,-0.71146
2133,-0.2638,-0.46981
2133,0.04093,-0.52919
2133,0.07093,-0.42713
2133,0.13899,0.11635
2133,-0.08454,14.87219
2133,-0.1421,0.56913
2134,-0.27101,0.32614
2134,-0.06611,0.21133
2134,0.13701,0.01053
2134,-0.13561,0.22562
2134,0.16799,0.04318
2134,0.22262,0.18117
2134,-0.06778,0.06809
2134,-0.21507,0.19954
2134,-0.42711,0.19315
2135,-0.14032,-0.14679
2135,-0.03444,0.60462
2135,0.05816,0.41502
2135,-0.32493,0.68937
2135,-0.00711,0.81667
2135,0.0656,0.96027
