1.287479 , 0.630572
1.175472 , 0.601011
1.044166 , 0.536535
0.880717 , 0.434870
0.703894 , 0.319528
0.548925 , 0.221249
0.433299 , 0.155339
0.341001 , 0.105782
0.273042 , 0.074050
0.226536 , 0.057580
0.190173 , 0.045787
0.157675 , 0.033403
0.135497 , 0.027781
0.117528 , 0.023485
0.100982 , 0.018347
0.088589 , 0.015517
0.078068 , 0.013082
0.069667 , 0.011561
0.062024 , 0.009794
0.055428 , 0.008272
0.049635 , 0.006882
0.045735 , 0.006822
0.041145 , 0.005595
0.037940 , 0.005357
0.034849 , 0.004891
0.031795 , 0.004167
0.029368 , 0.003822
0.027373 , 0.003692
0.025061 , 0.003052
0.023543 , 0.003047
0.021786 , 0.002676
0.020180 , 0.002409
0.019052 , 0.002500
0.017903 , 0.002450
0.016381 , 0.001923
0.015507 , 0.001950
0.014490 , 0.001754
0.013492 , 0.001503
0.012768 , 0.001462
0.012126 , 0.001445
0.011492 , 0.001385
0.010828 , 0.001251
0.010240 , 0.001152
0.009723 , 0.001089
0.009188 , 0.000973
0.008854 , 0.001029
0.008464 , 0.001002
0.008009 , 0.000884
0.007644 , 0.000835
0.007189 , 0.000674
0.006996 , 0.000759
0.006714 , 0.000737
0.006368 , 0.000636
0.006085 , 0.000611
0.005875 , 0.000663
0.005654 , 0.000682
0.005352 , 0.000601
0.005103 , 0.000557
0.004854 , 0.000498
0.004647 , 0.000468
0.004564 , 0.000552
0.004317 , 0.000459
0.004132 , 0.000420
0.004089 , 0.000514
0.003906 , 0.000461
0.003779 , 0.000457
0.003596 , 0.000390
0.003533 , 0.000438
0.003391 , 0.000401
0.003265 , 0.000376
0.003138 , 0.000344
0.003069 , 0.000366
0.002986 , 0.000370
0.002872 , 0.000341
0.002811 , 0.000360
0.002701 , 0.000328
0.002573 , 0.000275
0.002492 , 0.000265
0.002462 , 0.000303
0.002425 , 0.000333
0.002322 , 0.000292
0.002218 , 0.000247
0.002172 , 0.000260
0.002075 , 0.000219
0.002038 , 0.000236
0.001959 , 0.000209
0.001887 , 0.000188
0.001895 , 0.000245
0.001785 , 0.000183
0.001764 , 0.000209
0.001764 , 0.000253
0.001699 , 0.000233
0.001616 , 0.000192
0.001572 , 0.000190
0.001521 , 0.000180
0.001493 , 0.000195
0.001420 , 0.000167
0.001380 , 0.000171
0.001367 , 0.000198
0.001320 , 0.000191
0.001248 , 0.000155
0.001241 , 0.000182
0.001177 , 0.000152
0.001166 , 0.000172
0.001128 , 0.000164
0.001077 , 0.000142
0.001025 , 0.000118
0.001023 , 0.000144
0.000966 , 0.000113
0.000955 , 0.000129
0.000932 , 0.000130
0.000867 , 0.000089
0.000870 , 0.000117
0.000834 , 0.000103
0.000808 , 0.000100
0.000771 , 0.000084
0.000747 , 0.000081
0.000719 , 0.000074
0.000695 , 0.000069
0.000666 , 0.000059
0.000655 , 0.000067
0.000642 , 0.000071
0.000616 , 0.000062
0.000603 , 0.000065
0.000570 , 0.000049
0.000567 , 0.000062
0.000539 , 0.000049
0.000536 , 0.000060
0.000511 , 0.000050
0.000486 , 0.000039
0.000473 , 0.000040
0.000469 , 0.000048
0.000454 , 0.000046
0.000438 , 0.000043
0.000419 , 0.000036
0.000405 , 0.000034
0.000395 , 0.000035
0.000389 , 0.000040
0.000372 , 0.000034
0.000366 , 0.000038
0.000349 , 0.000031
0.000347 , 0.000038
0.000327 , 0.000029
0.000322 , 0.000032
0.000304 , 0.000023
0.000303 , 0.000030
0.000291 , 0.000027
0.000283 , 0.000027
0.000266 , 0.000018
0.000260 , 0.000019
0.000251 , 0.000017
0.000246 , 0.000020
0.000239 , 0.000020
0.000231 , 0.000018
0.000222 , 0.000016
0.000220 , 0.000020
0.000214 , 0.000021
0.000207 , 0.000019
0.000199 , 0.000018
0.000198 , 0.000022
0.000185 , 0.000015
0.000177 , 0.000011
0.000172 , 0.000011
0.000165 , 0.000010
0.000167 , 0.000017
0.000157 , 0.000010
0.000152 , 0.000010
0.000148 , 0.000010
0.000145 , 0.000012
0.000138 , 0.000009
0.000134 , 0.000009
0.000131 , 0.000010
0.000126 , 0.000008
0.000123 , 0.000008
0.000122 , 0.000011
0.000115 , 0.000007
0.000110 , 0.000006
0.000109 , 0.000008
0.000106 , 0.000007
0.000103 , 0.000008
0.000099 , 0.000007
0.000096 , 0.000006
0.000092 , 0.000006
0.000091 , 0.000007
0.000087 , 0.000006
0.000087 , 0.000007
0.000082 , 0.000005
0.000079 , 0.000005
0.000077 , 0.000005
0.000074 , 0.000004
0.000073 , 0.000005
0.000073 , 0.000007
0.000069 , 0.000005
0.000067 , 0.000004
0.000065 , 0.000004
0.000064 , 0.000005
0.000061 , 0.000004
0.000060 , 0.000004
0.000058 , 0.000004
0.000056 , 0.000004
