1.348494 , 0.802079
1.264355 , 0.722411
1.143133 , 0.626226
0.991911 , 0.510381
0.818233 , 0.380811
0.650361 , 0.263120
0.513368 , 0.176227
0.409227 , 0.117567
0.332499 , 0.080160
0.275188 , 0.056114
0.231989 , 0.040826
0.199031 , 0.031292
0.172779 , 0.024772
0.151006 , 0.019754
0.133092 , 0.016248
0.117696 , 0.013387
0.104787 , 0.011287
0.093675 , 0.009499
0.084336 , 0.008281
0.075911 , 0.007164
0.068197 , 0.006215
0.061532 , 0.005451
0.055925 , 0.004959
0.050971 , 0.004470
0.046561 , 0.003983
0.042630 , 0.003516
0.039228 , 0.003192
0.036129 , 0.002841
0.033474 , 0.002649
0.031033 , 0.002424
0.028844 , 0.002236
0.026832 , 0.002037
0.024984 , 0.001836
0.023359 , 0.001711
0.021857 , 0.001580
0.020493 , 0.001471
0.019217 , 0.001346
0.018081 , 0.001270
0.016991 , 0.001158
0.015984 , 0.001053
0.015057 , 0.000962
0.014262 , 0.000942
0.013432 , 0.000831
0.012724 , 0.000791
0.012051 , 0.000741
0.011422 , 0.000693
0.010847 , 0.000660
0.010300 , 0.000620
0.009784 , 0.000578
0.009309 , 0.000548
0.008853 , 0.000509
0.008432 , 0.000480
0.008032 , 0.000449
0.007665 , 0.000429
0.007300 , 0.000391
0.006989 , 0.000388
0.006683 , 0.000373
0.006376 , 0.000340
0.006096 , 0.000321
0.005845 , 0.000316
0.005589 , 0.000293
0.005362 , 0.000287
0.005130 , 0.000265
0.004932 , 0.000266
0.004724 , 0.000247
0.004542 , 0.000244
0.004338 , 0.000211
0.004178 , 0.000214
0.004006 , 0.000197
0.003861 , 0.000198
0.003707 , 0.000185
0.003570 , 0.000182
0.003433 , 0.000173
0.003295 , 0.000157
0.003172 , 0.000151
0.003058 , 0.000149
0.002951 , 0.000149
0.002835 , 0.000134
0.002735 , 0.000132
0.002631 , 0.000122
0.002541 , 0.000122
0.002453 , 0.000120
0.002362 , 0.000110
0.002277 , 0.000104
0.002205 , 0.000108
0.002127 , 0.000103
0.002051 , 0.000097
0.001980 , 0.000092
0.001908 , 0.000085
0.001847 , 0.000086
0.001784 , 0.000082
0.001718 , 0.000073
0.001667 , 0.000077
0.001612 , 0.000075
0.001559 , 0.000073
0.001505 , 0.000068
0.001457 , 0.000067
0.001409 , 0.000064
0.001359 , 0.000058
0.001320 , 0.000061
0.001278 , 0.000060
0.001237 , 0.000057
0.001195 , 0.000053
0.001158 , 0.000053
0.001120 , 0.000050
0.001085 , 0.000049
0.001051 , 0.000048
0.001019 , 0.000047
0.000985 , 0.000044
0.000954 , 0.000042
0.000926 , 0.000042
0.000896 , 0.000040
0.000870 , 0.000040
0.000842 , 0.000038
0.000818 , 0.000038
0.000791 , 0.000036
0.000766 , 0.000034
0.000744 , 0.000034
0.000722 , 0.000034
0.000699 , 0.000032
0.000677 , 0.000030
0.000655 , 0.000028
0.000636 , 0.000028
0.000616 , 0.000027
0.000598 , 0.000027
0.000578 , 0.000025
0.000560 , 0.000024
0.000542 , 0.000024
0.000523 , 0.000024
0.000502 , 0.000023
0.000483 , 0.000022
0.000463 , 0.000020
0.000447 , 0.000021
0.000431 , 0.000020
0.000416 , 0.000019
0.000401 , 0.000019
0.000388 , 0.000018
0.000375 , 0.000018
0.000363 , 0.000018
0.000350 , 0.000016
0.000338 , 0.000015
0.000328 , 0.000015
0.000317 , 0.000015
0.000308 , 0.000015
0.000297 , 0.000014
0.000288 , 0.000014
0.000279 , 0.000013
0.000271 , 0.000013
0.000262 , 0.000012
0.000255 , 0.000013
0.000247 , 0.000012
0.000240 , 0.000012
0.000232 , 0.000011
0.000226 , 0.000011
0.000219 , 0.000010
0.000212 , 0.000010
0.000206 , 0.000010
0.000200 , 0.000010
0.000195 , 0.000010
0.000188 , 0.000009
0.000184 , 0.000009
0.000178 , 0.000008
0.000173 , 0.000008
0.000167 , 0.000008
0.000163 , 0.000008
0.000158 , 0.000008
0.000154 , 0.000007
0.000150 , 0.000007
0.000146 , 0.000007
0.000142 , 0.000007
0.000137 , 0.000006
0.000133 , 0.000006
0.000130 , 0.000006
0.000126 , 0.000006
0.000123 , 0.000006
0.000119 , 0.000006
0.000116 , 0.000006
0.000113 , 0.000005
0.000110 , 0.000005
0.000106 , 0.000005
0.000104 , 0.000005
0.000100 , 0.000005
0.000097 , 0.000004
0.000095 , 0.000005
0.000092 , 0.000004
0.000090 , 0.000004
0.000087 , 0.000004
0.000085 , 0.000004
0.000083 , 0.000004
0.000080 , 0.000004
0.000078 , 0.000004
0.000076 , 0.000003
0.000074 , 0.000004
0.000072 , 0.000003
0.000070 , 0.000003
0.000068 , 0.000003
0.000066 , 0.000003
0.000064 , 0.000003
0.000063 , 0.000003
0.000061 , 0.000003
